Flat profile:

Each sample counts as 0.01 seconds.
  %   cumulative   self              self     total           
 time   seconds   seconds    calls   s/call   s/call  name    
 [256] __gnu_cxx::new_allocator<std::__cxx11::list<int, std::allocator<int> > >::allocate(unsigned long, void const*) [223] std::_Vector_base<std::__cxx11::list<int, std::allocator<int> >, std::allocator<std::__cxx11::list<int, std::allocator<int> > > >::_M_get_Tp_allocator() [60] std::vector<bool, std::allocator<bool> >::begin()
 [257] __gnu_cxx::new_allocator<std::__cxx11::list<int, std::allocator<int> > >::new_allocator() [280] std::_Vector_base<std::__cxx11::list<int, std::allocator<int> >, std::allocator<std::__cxx11::list<int, std::allocator<int> > > >::_Vector_base() [310] std::vector<bool, std::allocator<bool> >::assign(unsigned long, bool const&)
 [258] __gnu_cxx::new_allocator<std::__cxx11::list<int, std::allocator<int> > >::~new_allocator() [281] std::_Vector_base<std::__cxx11::list<int, std::allocator<int> >, std::allocator<std::__cxx11::list<int, std::allocator<int> > > >::~_Vector_base() [311] std::vector<bool, std::allocator<bool> >::vector(unsigned long, bool const&, std::allocator<bool> const&)
 [158] __gnu_cxx::new_allocator<std::_List_node<int> >::deallocate(std::_List_node<int>*, unsigned long) [199] std::_Vector_base<std::vector<int, std::allocator<int> >, std::allocator<std::vector<int, std::allocator<int> > > >::_M_allocate(unsigned long) [312] std::vector<bool, std::allocator<bool> >::~vector()
 [159] void __gnu_cxx::new_allocator<std::_List_node<int> >::destroy<int>(int*) [233] std::_Vector_base<std::vector<int, std::allocator<int> >, std::allocator<std::vector<int, std::allocator<int> > > >::_Vector_impl::_Vector_impl(std::allocator<std::vector<int, std::allocator<int> > > const&) [64] std::vector<bool, std::allocator<bool> >::operator[](unsigned long)
 [160] __gnu_cxx::new_allocator<std::_List_node<int> >::allocate(unsigned long, void const*) [282] std::_Vector_base<std::vector<int, std::allocator<int> >, std::allocator<std::vector<int, std::allocator<int> > > >::_Vector_impl::_Vector_impl() [101] std::vector<int, std::allocator<int> >::_S_max_size(std::allocator<int> const&)
 [161] void __gnu_cxx::new_allocator<std::_List_node<int> >::construct<int, int const&>(int*, int const&) [224] std::_Vector_base<std::vector<int, std::allocator<int> >, std::allocator<std::vector<int, std::allocator<int> > > >::_Vector_impl::~_Vector_impl() [104] std::vector<int, std::allocator<int> >::_S_relocate(int*, int*, int*, std::allocator<int>&)
 [138] __gnu_cxx::new_allocator<std::_List_node<int> >::new_allocator() [196] std::_Vector_base<std::vector<int, std::allocator<int> >, std::allocator<std::vector<int, std::allocator<int> > > >::_M_deallocate(std::vector<int, std::allocator<int> >*, unsigned long) [105] std::vector<int, std::allocator<int> >::_S_do_relocate(int*, int*, int*, std::allocator<int>&, std::integral_constant<bool, true>)
 [139] __gnu_cxx::new_allocator<std::_List_node<int> >::~new_allocator() [234] std::_Vector_base<std::vector<int, std::allocator<int> >, std::allocator<std::vector<int, std::allocator<int> > > >::_M_create_storage(unsigned long) [106] std::vector<int, std::allocator<int> >::_S_use_relocate()
 [197] __gnu_cxx::new_allocator<std::vector<int, std::allocator<int> > >::deallocate(std::vector<int, std::allocator<int> >*, unsigned long) [225] std::_Vector_base<std::vector<int, std::allocator<int> >, std::allocator<std::vector<int, std::allocator<int> > > >::_Vector_impl_data::_Vector_impl_data() [133] void std::vector<int, std::allocator<int> >::_M_realloc_insert<int const&>(__gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >, int const&)
 [120] void __gnu_cxx::new_allocator<std::vector<int, std::allocator<int> > >::destroy<std::vector<int, std::allocator<int> > >(std::vector<int, std::allocator<int> >*) [183] std::_Vector_base<std::vector<int, std::allocator<int> >, std::allocator<std::vector<int, std::allocator<int> > > >::_M_get_Tp_allocator() [241] std::vector<int, std::allocator<int> >::_S_check_init_len(unsigned long, std::allocator<int> const&)
 [198] __gnu_cxx::new_allocator<std::vector<int, std::allocator<int> > >::allocate(unsigned long, void const*) [235] std::_Vector_base<std::vector<int, std::allocator<int> >, std::allocator<std::vector<int, std::allocator<int> > > >::_Vector_base(unsigned long, std::allocator<std::vector<int, std::allocator<int> > > const&) [242] std::vector<int, std::allocator<int> >::_M_fill_initialize(unsigned long, int const&)
  [27] void __gnu_cxx::new_allocator<std::vector<int, std::allocator<int> > >::construct<std::vector<int, std::allocator<int> >, std::vector<int, std::allocator<int> > const&>(std::vector<int, std::allocator<int> >*, std::vector<int, std::allocator<int> > const&) [283] std::_Vector_base<std::vector<int, std::allocator<int> >, std::allocator<std::vector<int, std::allocator<int> > > >::_Vector_base() [107] std::vector<int, std::allocator<int> >::_S_nothrow_relocate(std::integral_constant<bool, true>)
 [121] void __gnu_cxx::new_allocator<std::vector<int, std::allocator<int> > >::construct<std::vector<int, std::allocator<int> >, std::vector<int, std::allocator<int> > >(std::vector<int, std::allocator<int> >*, std::vector<int, std::allocator<int> >&&) [226] std::_Vector_base<std::vector<int, std::allocator<int> >, std::allocator<std::vector<int, std::allocator<int> > > >::~_Vector_base() [134] std::vector<int, std::allocator<int> >::end()
 [210] __gnu_cxx::new_allocator<std::vector<int, std::allocator<int> > >::new_allocator(__gnu_cxx::new_allocator<std::vector<int, std::allocator<int> > > const&) [76] std::_Vector_base<int, std::allocator<int> >::_M_allocate(unsigned long) [135] std::vector<int, std::allocator<int> >::begin()
 [219] __gnu_cxx::new_allocator<std::vector<int, std::allocator<int> > >::new_allocator() [122] std::_Vector_base<int, std::allocator<int> >::_Vector_impl::_Vector_impl(std::_Vector_base<int, std::allocator<int> >::_Vector_impl&&) [117] std::vector<int, std::allocator<int> >::push_back(int const&)
 [206] __gnu_cxx::new_allocator<std::vector<int, std::allocator<int> > >::~new_allocator() [90] std::_Vector_base<int, std::allocator<int> >::_Vector_impl::_Vector_impl(std::allocator<int> const&) [32] std::vector<int, std::allocator<int> >::vector(unsigned long, int const&, std::allocator<int> const&)
 [259] __gnu_cxx::new_allocator<bool>::new_allocator() [143] std::_Vector_base<int, std::allocator<int> >::_Vector_impl::_Vector_impl() [127] std::vector<int, std::allocator<int> >::vector(std::vector<int, std::allocator<int> >&&)
 [260] __gnu_cxx::new_allocator<bool>::~new_allocator() [66] std::_Vector_base<int, std::allocator<int> >::_Vector_impl::~_Vector_impl() [10] std::vector<int, std::allocator<int> >::vector(std::vector<int, std::allocator<int> > const&)
  [74] __gnu_cxx::new_allocator<int>::deallocate(int*, unsigned long) [51] std::_Vector_base<int, std::allocator<int> >::_M_deallocate(int*, unsigned long) [145] std::vector<int, std::allocator<int> >::vector()
  [75] __gnu_cxx::new_allocator<int>::allocate(unsigned long, void const*) [17] std::_Vector_base<int, std::allocator<int> >::_M_create_storage(unsigned long) [68] std::vector<int, std::allocator<int> >::~vector()
 [111] void __gnu_cxx::new_allocator<int>::construct<int, int const&>(int*, int const&) [123] std::_Vector_base<int, std::allocator<int> >::_Vector_impl_data::_Vector_impl_data(std::_Vector_base<int, std::allocator<int> >::_Vector_impl_data&&) [5] std::vector<int, std::allocator<int> >::operator[](unsigned long)
 [136] __gnu_cxx::new_allocator<int>::new_allocator() [80] std::_Vector_base<int, std::allocator<int> >::_Vector_impl_data::_Vector_impl_data() [146] std::__cxx11::_List_base<int, std::allocator<int> >::_List_impl::_List_impl()
  [48] __gnu_cxx::new_allocator<int>::new_allocator(__gnu_cxx::new_allocator<int> const&) [39] std::_Vector_base<int, std::allocator<int> >::_M_get_Tp_allocator() [147] std::__cxx11::_List_base<int, std::allocator<int> >::_List_impl::~_List_impl()
  [44] __gnu_cxx::new_allocator<int>::~new_allocator() [124] std::_Vector_base<int, std::allocator<int> >::_Vector_base(std::_Vector_base<int, std::allocator<int> >&&) [173] std::__cxx11::_List_base<int, std::allocator<int> >::_M_get_node()
 [261] __gnu_cxx::new_allocator<unsigned long>::deallocate(unsigned long*, unsigned long) [144] std::_Vector_base<int, std::allocator<int> >::_Vector_base() [174] std::__cxx11::_List_base<int, std::allocator<int> >::_M_inc_size(unsigned long)
 [262] __gnu_cxx::new_allocator<unsigned long>::allocate(unsigned long, void const*) [18] std::_Vector_base<int, std::allocator<int> >::_Vector_base(unsigned long, std::allocator<int> const&) [175] std::__cxx11::_List_base<int, std::allocator<int> >::_M_put_node(std::_List_node<int>*)
 [263] __gnu_cxx::new_allocator<unsigned long>::new_allocator(__gnu_cxx::new_allocator<unsigned long> const&) [67] std::_Vector_base<int, std::allocator<int> >::~_Vector_base() [118] std::__cxx11::_List_base<int, std::allocator<int> >::_M_get_Node_allocator()
 [264] __gnu_cxx::new_allocator<unsigned long>::new_allocator() [56] std::_Bit_iterator::_Bit_iterator(unsigned long*, unsigned int) [148] std::__cxx11::_List_base<int, std::allocator<int> >::_M_clear()
 [230] __gnu_cxx::new_allocator<unsigned long>::~new_allocator() [215] std::_Bit_iterator::_Bit_iterator() [149] std::__cxx11::_List_base<int, std::allocator<int> >::_List_base()
  [91] __gnu_cxx::__alloc_traits<std::allocator<int>, int>::_S_select_on_copy(std::allocator<int> const&) [57] std::_Bit_iterator::operator+=(long) [150] std::__cxx11::_List_base<int, std::allocator<int> >::~_List_base()
  [83] __gnu_cxx::__aligned_membuf<int>::_M_ptr() [284] std::_Bvector_base<std::allocator<bool> >::_M_allocate(unsigned long) [176] std::_List_node<int>* std::__cxx11::list<int, std::allocator<int> >::_M_create_node<int const&>(int const&)
  [84] __gnu_cxx::__aligned_membuf<int>::_M_addr() [285] std::_Bvector_base<std::allocator<bool> >::_Bvector_impl::_Bvector_impl(std::allocator<unsigned long> const&) [96] std::__cxx11::list<int, std::allocator<int> >::end()
  [47] __gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > >::__normal_iterator(int const* const&) [286] std::_Bvector_base<std::allocator<bool> >::_Bvector_impl::~_Bvector_impl() [119] std::__cxx11::list<int, std::allocator<int> >::begin()
 [162] __gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > >::operator++() [287] std::_Bvector_base<std::allocator<bool> >::_M_deallocate() [177] void std::__cxx11::list<int, std::allocator<int> >::_M_insert<int const&>(std::_List_iterator<int>, int const&)
 [184] __gnu_cxx::__normal_iterator<std::vector<int, std::allocator<int> >*, std::vector<std::vector<int, std::allocator<int> >, std::allocator<std::vector<int, std::allocator<int> > > > >::__normal_iterator(std::vector<int, std::allocator<int> >* const&) [288] std::_Bvector_base<std::allocator<bool> >::_Bvector_impl_data::_M_reset() [178] std::__cxx11::list<int, std::allocator<int> >::push_back(int const&)
