Flat profile:

Each sample counts as 0.01 seconds.
  %   cumulative   self              self     total           
 time   seconds   seconds    calls  ms/call  ms/call  name    
                0.00    0.00   30000/150001      std::__cxx11::list<int, std::allocator<int> >::end() [58]
                0.00    0.00   30000/120000      std::_List_iterator<int>::operator*() const [70]
                0.00    0.00   30000/120000      std::_List_iterator<int>::operator++() [71]
                               29999             Graph::dfs(int, std::vector<bool, std::allocator<bool> >&, std::__cxx11::list<int, std::allocator<int> >&) [6]
-----------------------------------------------
                0.00    0.01   30000/30000       Graph::kosaraju() [2]
[7]     17.7    0.00    0.01   30000         Graph::dfsTranspose(int, std::vector<bool, std::allocator<bool> >&, std::vector<int, std::allocator<int> >&) [7]
                0.00    0.00   60000/180000      std::vector<bool, std::allocator<bool> >::operator[](unsigned long) [5]
                0.00    0.00   30000/60000       std::_Bit_reference::operator=(bool) [12]
                0.00    0.00   30000/120000      std::_Bit_reference::operator bool() const [8]
                0.00    0.00   60000/210001      std::operator!=(std::_List_iterator<int> const&, std::_List_iterator<int> const&) [46]
                0.00    0.00   30000/30000       std::vector<int, std::allocator<int> >::push_back(int const&) [173]
                0.00    0.00   30000/150000      std::vector<std::__cxx11::list<int, std::allocator<int> >, std::allocator<std::__cxx11::list<int, std::allocator<int> > > >::operator[](unsigned long) [60]
                0.00    0.00   30000/120001      std::__cxx11::list<int, std::allocator<int> >::begin() [66]
                0.00    0.00   30000/150001      std::__cxx11::list<int, std::allocator<int> >::end() [58]
                0.00    0.00   30000/120000      std::_List_iterator<int>::operator*() const [70]
                0.00    0.00   30000/120000      std::_List_iterator<int>::operator++() [71]
-----------------------------------------------
                0.00    0.00   30000/120000      Graph::dfs(int, std::vector<bool, std::allocator<bool> >&, std::__cxx11::list<int, std::allocator<int> >&) [6]
                0.00    0.00   30000/120000      Graph::dfsTranspose(int, std::vector<bool, std::allocator<bool> >&, std::vector<int, std::allocator<int> >&) [7]
                0.00    0.00   60000/120000      Graph::kosaraju() [2]
[8]     12.5    0.01    0.00  120000         std::_Bit_reference::operator bool() const [8]
-----------------------------------------------
                0.00    0.00   30000/90000       std::__cxx11::list<int, std::allocator<int> >::push_front(int const&) [29]
                0.00    0.00   60000/90000       std::__cxx11::list<int, std::allocator<int> >::push_back(int const&) [28]
[9]     12.5    0.01    0.00   90000         void std::__cxx11::list<int, std::allocator<int> >::_M_insert<int const&>(std::_List_iterator<int>, int const&) [9]
                0.00    0.00   90000/450000      int const& std::forward<int const&>(std::remove_reference<int const&>::type&) [40]
                0.00    0.00   90000/90000       std::_List_node<int>* std::__cxx11::list<int, std::allocator<int> >::_M_create_node<int const&>(int const&) [96]
                0.00    0.00   90000/90000       std::__cxx11::_List_base<int, std::allocator<int> >::_M_inc_size(unsigned long) [94]
-----------------------------------------------
                0.00    0.00       1/60003       Graph::kosaraju() [2]
                0.00    0.00   60002/60003       void std::_Construct<std::__cxx11::list<int, std::allocator<int> >>(std::__cxx11::list<int, std::allocator<int> >*) [14]
[10]    12.5    0.01    0.00   60003         std::__cxx11::list<int, std::allocator<int> >::list() [10]
                0.00    0.00   60003/60003       std::__cxx11::_List_base<int, std::allocator<int> >::_List_base() [110]
-----------------------------------------------
                0.00    0.00       1/60003       Graph::kosaraju() [2]
                0.00    0.00   60002/60003       void std::_Destroy<std::__cxx11::list<int, std::allocator<int> > >(std::__cxx11::list<int, std::allocator<int> >*) [15]
[11]    12.5    0.01    0.00   60003         std::__cxx11::list<int, std::allocator<int> >::~list() [11]
                0.00    0.00   60003/60003       std::__cxx11::_List_base<int, std::allocator<int> >::~_List_base() [111]
-----------------------------------------------
                0.00    0.00   30000/60000       Graph::dfs(int, std::vector<bool, std::allocator<bool> >&, std::__cxx11::list<int, std::allocator<int> >&) [6]
                0.00    0.00   30000/60000       Graph::dfsTranspose(int, std::vector<bool, std::allocator<bool> >&, std::vector<int, std::allocator<int> >&) [7]
[12]    12.5    0.01    0.00   60000         std::_Bit_reference::operator=(bool) [12]
-----------------------------------------------
                                                 <spontaneous>
[13]    12.5    0.01    0.00                 std::vector<std::__cxx11::list<int, std::allocator<int> >, std::allocator<std::__cxx11::list<int, std::allocator<int> > > >::_M_erase_at_end(std::__cxx11::list<int, std::allocator<int> >*) [13]
-----------------------------------------------
                0.00    0.00   60002/60002       std::__cxx11::list<int, std::allocator<int> >* std::__uninitialized_default_n_1<false>::__uninit_default_n<std::__cxx11::list<int, std::allocator<int> >*, unsigned long>(std::__cxx11::list<int, std::allocator<int> >*, unsigned long) [19]
[14]    12.5    0.00    0.00   60002         void std::_Construct<std::__cxx11::list<int, std::allocator<int> >>(std::__cxx11::list<int, std::allocator<int> >*) [14]
                0.00    0.00   60002/60003       std::__cxx11::list<int, std::allocator<int> >::list() [10]
                0.00    0.00   60002/242769      operator new(unsigned long, void*) [45]
-----------------------------------------------
                0.00    0.00   60002/60002       void std::_Destroy_aux<false>::__destroy<std::__cxx11::list<int, std::allocator<int> >*>(std::__cxx11::list<int, std::allocator<int> >*, std::__cxx11::list<int, std::allocator<int> >*) [18]
[15]    12.5    0.00    0.00   60002         void std::_Destroy<std::__cxx11::list<int, std::allocator<int> > >(std::__cxx11::list<int, std::allocator<int> >*) [15]
                0.00    0.00   60002/60003       std::__cxx11::list<int, std::allocator<int> >::~list() [11]
-----------------------------------------------
                0.00    0.00       1/2           main [1]
                0.00    0.00       1/2           Graph::kosaraju() [2]
[16]    12.5    0.00    0.00       2         Graph::Graph(int) [16]
                0.00    0.00       2/2           std::vector<std::__cxx11::list<int, std::allocator<int> >, std::allocator<std::__cxx11::list<int, std::allocator<int> > > >::resize(unsigned long) [21]
                0.00    0.00       2/2           std::vector<std::__cxx11::list<int, std::allocator<int> >, std::allocator<std::__cxx11::list<int, std::allocator<int> > > >::vector() [247]
-----------------------------------------------
                0.00    0.00       1/2           main [1]
                0.00    0.00       1/2           Graph::kosaraju() [2]
[17]    12.5    0.00    0.00       2         Graph::~Graph() [17]
                0.00    0.00       2/2           std::vector<std::__cxx11::list<int, std::allocator<int> >, std::allocator<std::__cxx11::list<int, std::allocator<int> > > >::~vector() [22]
-----------------------------------------------
                0.00    0.00       2/2           void std::_Destroy<std::__cxx11::list<int, std::allocator<int> >*>(std::__cxx11::list<int, std::allocator<int> >*, std::__cxx11::list<int, std::allocator<int> >*) [25]
[18]    12.5    0.00    0.00       2         void std::_Destroy_aux<false>::__destroy<std::__cxx11::list<int, std::allocator<int> >*>(std::__cxx11::list<int, std::allocator<int> >*, std::__cxx11::list<int, std::allocator<int> >*) [18]
                0.00    0.00   60002/60002       void std::_Destroy<std::__cxx11::list<int, std::allocator<int> > >(std::__cxx11::list<int, std::allocator<int> >*) [15]
                0.00    0.00   60002/120004      std::__cxx11::list<int, std::allocator<int> >* std::__addressof<std::__cxx11::list<int, std::allocator<int> > >(std::__cxx11::list<int, std::allocator<int> >&) [65]
-----------------------------------------------
                0.00    0.00       2/2           std::__cxx11::list<int, std::allocator<int> >* std::__uninitialized_default_n<std::__cxx11::list<int, std::allocator<int> >*, unsigned long>(std::__cxx11::list<int, std::allocator<int> >*, unsigned long) [23]
[19]    12.5    0.00    0.00       2         std::__cxx11::list<int, std::allocator<int> >* std::__uninitialized_default_n_1<false>::__uninit_default_n<std::__cxx11::list<int, std::allocator<int> >*, unsigned long>(std::__cxx11::list<int, std::allocator<int> >*, unsigned long) [19]
                0.00    0.00   60002/60002       void std::_Construct<std::__cxx11::list<int, std::allocator<int> >>(std::__cxx11::list<int, std::allocator<int> >*) [14]
                0.00    0.00   60002/120004      std::__cxx11::list<int, std::allocator<int> >* std::__addressof<std::__cxx11::list<int, std::allocator<int> > >(std::__cxx11::list<int, std::allocator<int> >&) [65]
-----------------------------------------------
                0.00    0.00       2/2           std::vector<std::__cxx11::list<int, std::allocator<int> >, std::allocator<std::__cxx11::list<int, std::allocator<int> > > >::resize(unsigned long) [21]
[20]    12.5    0.00    0.00       2         std::vector<std::__cxx11::list<int, std::allocator<int> >, std::allocator<std::__cxx11::list<int, std::allocator<int> > > >::_M_default_append(unsigned long) [20]
                0.00    0.00       2/2           std::__cxx11::list<int, std::allocator<int> >* std::__uninitialized_default_n_a<std::__cxx11::list<int, std::allocator<int> >*, unsigned long, std::__cxx11::list<int, std::allocator<int> > >(std::__cxx11::list<int, std::allocator<int> >*, unsigned long, std::allocator<std::__cxx11::list<int, std::allocator<int> > >&) [24]
                0.00    0.00       4/8           std::vector<std::__cxx11::list<int, std::allocator<int> >, std::allocator<std::__cxx11::list<int, std::allocator<int> > > >::max_size() const [215]
                0.00    0.00       4/6           std::_Vector_base<std::__cxx11::list<int, std::allocator<int> >, std::allocator<std::__cxx11::list<int, std::allocator<int> > > >::_M_get_Tp_allocator() [218]
                0.00    0.00       2/14          std::vector<std::__cxx11::list<int, std::allocator<int> >, std::allocator<std::__cxx11::list<int, std::allocator<int> > > >::size() const [211]
                0.00    0.00       2/2           std::vector<std::__cxx11::list<int, std::allocator<int> >, std::allocator<std::__cxx11::list<int, std::allocator<int> > > >::_M_check_len(unsigned long, char const*) const [229]
                0.00    0.00       2/2           std::vector<std::__cxx11::list<int, std::allocator<int> >, std::allocator<std::__cxx11::list<int, std::allocator<int> > > >::_S_use_relocate() [245]
                0.00    0.00       2/2           std::_Vector_base<std::__cxx11::list<int, std::allocator<int> >, std::allocator<std::__cxx11::list<int, std::allocator<int> > > >::_M_allocate(unsigned long) [233]
                0.00    0.00       2/2           std::vector<std::__cxx11::list<int, std::allocator<int> >, std::allocator<std::__cxx11::list<int, std::allocator<int> > > >::_S_relocate(std::__cxx11::list<int, std::allocator<int> >*, std::__cxx11::list<int, std::allocator<int> >*, std::__cxx11::list<int, std::allocator<int> >*, std::allocator<std::__cxx11::list<int, std::allocator<int> > >&) [243]
                0.00    0.00       2/4           std::_Vector_base<std::__cxx11::list<int, std::allocator<int> >, std::allocator<std::__cxx11::list<int, std::allocator<int> > > >::_M_deallocate(std::__cxx11::list<int, std::allocator<int> >*, unsigned long) [220]
-----------------------------------------------
                0.00    0.00       2/2           Graph::Graph(int) [16]
[21]    12.5    0.00    0.00       2         std::vector<std::__cxx11::list<int, std::allocator<int> >, std::allocator<std::__cxx11::list<int, std::allocator<int> > > >::resize(unsigned long) [21]
                0.00    0.00       2/2           std::vector<std::__cxx11::list<int, std::allocator<int> >, std::allocator<std::__cxx11::list<int, std::allocator<int> > > >::_M_default_append(unsigned long) [20]
                0.00    0.00       4/14          std::vector<std::__cxx11::list<int, std::allocator<int> >, std::allocator<std::__cxx11::list<int, std::allocator<int> > > >::size() const [211]
-----------------------------------------------
                0.00    0.00       2/2           Graph::~Graph() [17]
[22]    12.5    0.00    0.00       2         std::vector<std::__cxx11::list<int, std::allocator<int> >, std::allocator<std::__cxx11::list<int, std::allocator<int> > > >::~vector() [22]
                0.00    0.00       2/2           void std::_Destroy<std::__cxx11::list<int, std::allocator<int> >*, std::__cxx11::list<int, std::allocator<int> > >(std::__cxx11::list<int, std::allocator<int> >*, std::__cxx11::list<int, std::allocator<int> >*, std::allocator<std::__cxx11::list<int, std::allocator<int> > >&) [26]
                0.00    0.00       2/6           std::_Vector_base<std::__cxx11::list<int, std::allocator<int> >, std::allocator<std::__cxx11::list<int, std::allocator<int> > > >::_M_get_Tp_allocator() [218]
                0.00    0.00       2/2           std::_Vector_base<std::__cxx11::list<int, std::allocator<int> >, std::allocator<std::__cxx11::list<int, std::allocator<int> > > >::~_Vector_base() [238]
-----------------------------------------------
                0.00    0.00       2/2           std::__cxx11::list<int, std::allocator<int> >* std::__uninitialized_default_n_a<std::__cxx11::list<int, std::allocator<int> >*, unsigned long, std::__cxx11::list<int, std::allocator<int> > >(std::__cxx11::list<int, std::allocator<int> >*, unsigned long, std::allocator<std::__cxx11::list<int, std::allocator<int> > >&) [24]
[23]    12.5    0.00    0.00       2         std::__cxx11::list<int, std::allocator<int> >* std::__uninitialized_default_n<std::__cxx11::list<int, std::allocator<int> >*, unsigned long>(std::__cxx11::list<int, std::allocator<int> >*, unsigned long) [23]
                0.00    0.00       2/2           std::__cxx11::list<int, std::allocator<int> >* std::__uninitialized_default_n_1<false>::__uninit_default_n<std::__cxx11::list<int, std::allocator<int> >*, unsigned long>(std::__cxx11::list<int, std::allocator<int> >*, unsigned long) [19]
-----------------------------------------------
                0.00    0.00       2/2           std::vector<std::__cxx11::list<int, std::allocator<int> >, std::allocator<std::__cxx11::list<int, std::allocator<int> > > >::_M_default_append(unsigned long) [20]
[24]    12.5    0.00    0.00       2         std::__cxx11::list<int, std::allocator<int> >* std::__uninitialized_default_n_a<std::__cxx11::list<int, std::allocator<int> >*, unsigned long, std::__cxx11::list<int, std::allocator<int> > >(std::__cxx11::list<int, std::allocator<int> >*, unsigned long, std::allocator<std::__cxx11::list<int, std::allocator<int> > >&) [24]
                0.00    0.00       2/2           std::__cxx11::list<int, std::allocator<int> >* std::__uninitialized_default_n<std::__cxx11::list<int, std::allocator<int> >*, unsigned long>(std::__cxx11::list<int, std::allocator<int> >*, unsigned long) [23]
-----------------------------------------------
                0.00    0.00       2/2           void std::_Destroy<std::__cxx11::list<int, std::allocator<int> >*, std::__cxx11::list<int, std::allocator<int> > >(std::__cxx11::list<int, std::allocator<int> >*, std::__cxx11::list<int, std::allocator<int> >*, std::allocator<std::__cxx11::list<int, std::allocator<int> > >&) [26]
[25]    12.5    0.00    0.00       2         void std::_Destroy<std::__cxx11::list<int, std::allocator<int> >*>(std::__cxx11::list<int, std::allocator<int> >*, std::__cxx11::list<int, std::allocator<int> >*) [25]
                0.00    0.00       2/2           void std::_Destroy_aux<false>::__destroy<std::__cxx11::list<int, std::allocator<int> >*>(std::__cxx11::list<int, std::allocator<int> >*, std::__cxx11::list<int, std::allocator<int> >*) [18]
-----------------------------------------------
                0.00    0.00       2/2           std::vector<std::__cxx11::list<int, std::allocator<int> >, std::allocator<std::__cxx11::list<int, std::allocator<int> > > >::~vector() [22]
[26]    12.5    0.00    0.00       2         void std::_Destroy<std::__cxx11::list<int, std::allocator<int> >*, std::__cxx11::list<int, std::allocator<int> > >(std::__cxx11::list<int, std::allocator<int> >*, std::__cxx11::list<int, std::allocator<int> >*, std::allocator<std::__cxx11::list<int, std::allocator<int> > >&) [26]
                0.00    0.00       2/2           void std::_Destroy<std::__cxx11::list<int, std::allocator<int> >*>(std::__cxx11::list<int, std::allocator<int> >*, std::__cxx11::list<int, std::allocator<int> >*) [25]
-----------------------------------------------
                0.00    0.00   30000/60000       main [1]
                0.00    0.00   30000/60000       Graph::kosaraju() [2]
[27]     8.3    0.00    0.00   60000         Graph::addEdge(int, int) [27]
                0.00    0.00   60000/60000       std::__cxx11::list<int, std::allocator<int> >::push_back(int const&) [28]
                0.00    0.00   60000/150000      std::vector<std::__cxx11::list<int, std::allocator<int> >, std::allocator<std::__cxx11::list<int, std::allocator<int> > > >::operator[](unsigned long) [60]
-----------------------------------------------
                0.00    0.00   60000/60000       Graph::addEdge(int, int) [27]
[28]     8.3    0.00    0.00   60000         std::__cxx11::list<int, std::allocator<int> >::push_back(int const&) [28]
                0.00    0.00   60000/90000       void std::__cxx11::list<int, std::allocator<int> >::_M_insert<int const&>(std::_List_iterator<int>, int const&) [9]
                0.00    0.00   60000/150001      std::__cxx11::list<int, std::allocator<int> >::end() [58]
-----------------------------------------------
                0.00    0.00   30000/30000       Graph::dfs(int, std::vector<bool, std::allocator<bool> >&, std::__cxx11::list<int, std::allocator<int> >&) [6]
[29]     4.2    0.00    0.00   30000         std::__cxx11::list<int, std::allocator<int> >::push_front(int const&) [29]
                0.00    0.00   30000/90000       void std::__cxx11::list<int, std::allocator<int> >::_M_insert<int const&>(std::_List_iterator<int>, int const&) [9]
                0.00    0.00   30000/120001      std::__cxx11::list<int, std::allocator<int> >::begin() [66]
-----------------------------------------------
                0.00    0.00       1/1           std::vector<bool, std::allocator<bool> >::vector(unsigned long, bool const&, std::allocator<bool> const&) [33]
[30]     0.0    0.00    0.00       1         std::vector<bool, std::allocator<bool> >::_M_initialize(unsigned long) [30]
                0.00    0.00       1/180002      std::operator+(std::_Bit_iterator const&, long) [3]
                0.00    0.00       1/1           std::_Bvector_base<std::allocator<bool> >::_M_allocate(unsigned long) [276]
                0.00    0.00       1/2           std::_Bvector_base<std::allocator<bool> >::_S_nword(unsigned long) [240]
                0.00    0.00       1/4           unsigned long* std::__addressof<unsigned long>(unsigned long&) [222]
                0.00    0.00       1/180002      std::_Bit_iterator::_Bit_iterator(unsigned long*, unsigned int) [50]
-----------------------------------------------
                0.00    0.00       1/1           std::vector<bool, std::allocator<bool> >::assign(unsigned long, bool const&) [32]
[31]     0.0    0.00    0.00       1         std::vector<bool, std::allocator<bool> >::_M_fill_assign(unsigned long, bool) [31]
                0.00    0.00       1/180002      std::operator+(std::_Bit_iterator const&, long) [3]
                0.00    0.00       1/1           std::vector<bool, std::allocator<bool> >::size() const [262]
                0.00    0.00       1/180001      std::vector<bool, std::allocator<bool> >::begin() [53]
                0.00    0.00       1/1           std::vector<bool, std::allocator<bool> >::_M_erase_at_end(std::_Bit_iterator) [289]
                0.00    0.00       1/2           std::vector<bool, std::allocator<bool> >::_M_initialize_value(bool) [248]
-----------------------------------------------
                0.00    0.00       1/1           Graph::kosaraju() [2]
[32]     0.0    0.00    0.00       1         std::vector<bool, std::allocator<bool> >::assign(unsigned long, bool const&) [32]
                0.00    0.00       1/1           std::vector<bool, std::allocator<bool> >::_M_fill_assign(unsigned long, bool) [31]
-----------------------------------------------
                0.00    0.00       1/1           Graph::kosaraju() [2]
[33]     0.0    0.00    0.00       1         std::vector<bool, std::allocator<bool> >::vector(unsigned long, bool const&, std::allocator<bool> const&) [33]
                0.00    0.00       1/1           std::vector<bool, std::allocator<bool> >::_M_initialize(unsigned long) [30]
                0.00    0.00       1/1           std::_Bvector_base<std::allocator<bool> >::_Bvector_base(std::allocator<bool> const&) [281]
                0.00    0.00       1/2           std::vector<bool, std::allocator<bool> >::_M_initialize_value(bool) [248]
-----------------------------------------------
                0.00    0.00   30000/450000      void std::allocator_traits<std::allocator<int> >::construct<int, int const&>(std::allocator<int>&, int*, int const&) [167]
                0.00    0.00   30000/450000      void std::vector<int, std::allocator<int> >::_M_realloc_insert<int const&>(__gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >, int const&) [170]
                0.00    0.00   30000/450000      void __gnu_cxx::new_allocator<int>::construct<int, int const&>(int*, int const&) [149]
                0.00    0.00   90000/450000      void std::__cxx11::list<int, std::allocator<int> >::_M_insert<int const&>(std::_List_iterator<int>, int const&) [9]
                0.00    0.00   90000/450000      std::_List_node<int>* std::__cxx11::list<int, std::allocator<int> >::_M_create_node<int const&>(int const&) [96]
                0.00    0.00   90000/450000      void std::allocator_traits<std::allocator<std::_List_node<int> > >::construct<int, int const&>(std::allocator<std::_List_node<int> >&, int*, int const&) [92]
                0.00    0.00   90000/450000      void __gnu_cxx::new_allocator<std::_List_node<int> >::construct<int, int const&>(int*, int const&) [83]
[40]     0.0    0.00    0.00  450000         int const& std::forward<int const&>(std::remove_reference<int const&>::type&) [40]
-----------------------------------------------
                0.00    0.00  300000/300000      std::_List_node<int>::_M_valptr() [43]
[41]     0.0    0.00    0.00  300000         __gnu_cxx::__aligned_membuf<int>::_M_ptr() [41]
                0.00    0.00  300000/300000      __gnu_cxx::__aligned_membuf<int>::_M_addr() [42]
-----------------------------------------------
                0.00    0.00  300000/300000      __gnu_cxx::__aligned_membuf<int>::_M_ptr() [41]
[42]     0.0    0.00    0.00  300000         __gnu_cxx::__aligned_membuf<int>::_M_addr() [42]
-----------------------------------------------
                0.00    0.00   90000/300000      std::__cxx11::_List_base<int, std::allocator<int> >::_M_clear() [109]
                0.00    0.00   90000/300000      std::_List_node<int>* std::__cxx11::list<int, std::allocator<int> >::_M_create_node<int const&>(int const&) [96]
                0.00    0.00  120000/300000      std::_List_iterator<int>::operator*() const [70]
[43]     0.0    0.00    0.00  300000         std::_List_node<int>::_M_valptr() [43]
                0.00    0.00  300000/300000      __gnu_cxx::__aligned_membuf<int>::_M_ptr() [41]
-----------------------------------------------
                0.00    0.00  120001/270002      std::__cxx11::list<int, std::allocator<int> >::begin() [66]
                0.00    0.00  150001/270002      std::__cxx11::list<int, std::allocator<int> >::end() [58]
[44]     0.0    0.00    0.00  270002         std::_List_iterator<int>::_List_iterator(std::__detail::_List_node_base*) [44]
-----------------------------------------------
                0.00    0.00   30000/242769      void __gnu_cxx::new_allocator<int>::construct<int, int const&>(int*, int const&) [149]
                0.00    0.00   30000/242769      void __gnu_cxx::new_allocator<std::vector<int, std::allocator<int> > >::construct<std::vector<int, std::allocator<int> >, std::vector<int, std::allocator<int> > const&>(std::vector<int, std::allocator<int> >*, std::vector<int, std::allocator<int> > const&) [148]
                0.00    0.00   32767/242769      void __gnu_cxx::new_allocator<std::vector<int, std::allocator<int> > >::construct<std::vector<int, std::allocator<int> >, std::vector<int, std::allocator<int> > >(std::vector<int, std::allocator<int> >*, std::vector<int, std::allocator<int> >&&) [137]
                0.00    0.00   60002/242769      void std::_Construct<std::__cxx11::list<int, std::allocator<int> >>(std::__cxx11::list<int, std::allocator<int> >*) [14]
                0.00    0.00   90000/242769      void __gnu_cxx::new_allocator<std::_List_node<int> >::construct<int, int const&>(int*, int const&) [83]
[45]     0.0    0.00    0.00  242769         operator new(unsigned long, void*) [45]
-----------------------------------------------
                0.00    0.00   60000/210001      Graph::dfs(int, std::vector<bool, std::allocator<bool> >&, std::__cxx11::list<int, std::allocator<int> >&) [6]
                0.00    0.00   60000/210001      Graph::dfsTranspose(int, std::vector<bool, std::allocator<bool> >&, std::vector<int, std::allocator<int> >&) [7]
                0.00    0.00   90001/210001      Graph::kosaraju() [2]
[46]     0.0    0.00    0.00  210001         std::operator!=(std::_List_iterator<int> const&, std::_List_iterator<int> const&) [46]
-----------------------------------------------
                0.00    0.00   30000/210000      int* std::__copy_move_a<false, __gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > >, int*>(__gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > >, __gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > >, int*) [177]
                0.00    0.00  180000/210000      int* std::__relocate_a<int*, int*, std::allocator<int> >(int*, int*, int*, std::allocator<int>&) [134]
[47]     0.0    0.00    0.00  210000         int* std::__niter_base<int*>(int*) [47]
-----------------------------------------------
                0.00    0.00   30000/182767      std::vector<int, std::allocator<int> >::vector(std::vector<int, std::allocator<int> > const&) [174]
                0.00    0.00   60000/182767      void std::vector<int, std::allocator<int> >::_M_realloc_insert<int const&>(__gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >, int const&) [170]
                0.00    0.00   92767/182767      std::vector<int, std::allocator<int> >::~vector() [77]
[48]     0.0    0.00    0.00  182767         std::_Vector_base<int, std::allocator<int> >::_M_get_Tp_allocator() [48]
-----------------------------------------------
                0.00    0.00       1/180008      std::_Bit_const_iterator::_Bit_const_iterator(unsigned long*, unsigned int) [285]
                0.00    0.00       1/180008      std::_Bit_const_iterator::_Bit_const_iterator(std::_Bit_iterator const&) [286]
                0.00    0.00       4/180008      std::_Bit_iterator::_Bit_iterator() [221]
                0.00    0.00  180002/180008      std::_Bit_iterator::_Bit_iterator(unsigned long*, unsigned int) [50]
[49]     0.0    0.00    0.00  180008         std::_Bit_iterator_base::_Bit_iterator_base(unsigned long*, unsigned int) [49]
-----------------------------------------------
                0.00    0.00       1/180002      std::vector<bool, std::allocator<bool> >::_M_initialize(unsigned long) [30]
                0.00    0.00  180001/180002      std::vector<bool, std::allocator<bool> >::begin() [53]
[50]     0.0    0.00    0.00  180002         std::_Bit_iterator::_Bit_iterator(unsigned long*, unsigned int) [50]
                0.00    0.00  180002/180008      std::_Bit_iterator_base::_Bit_iterator_base(unsigned long*, unsigned int) [49]
-----------------------------------------------
                0.00    0.00  180002/180002      std::operator+(std::_Bit_iterator const&, long) [3]
[51]     0.0    0.00    0.00  180002         std::_Bit_iterator::operator+=(long) [51]
                0.00    0.00  180002/180002      std::_Bit_iterator_base::_M_incr(long) [52]
-----------------------------------------------
                0.00    0.00  180002/180002      std::_Bit_iterator::operator+=(long) [51]
[52]     0.0    0.00    0.00  180002         std::_Bit_iterator_base::_M_incr(long) [52]
-----------------------------------------------
                0.00    0.00       1/180001      std::vector<bool, std::allocator<bool> >::_M_fill_assign(unsigned long, bool) [31]
                0.00    0.00  180000/180001      std::vector<bool, std::allocator<bool> >::operator[](unsigned long) [5]
[53]     0.0    0.00    0.00  180001         std::vector<bool, std::allocator<bool> >::begin() [53]
                0.00    0.00  180001/180002      std::_Bit_iterator::_Bit_iterator(unsigned long*, unsigned int) [50]
-----------------------------------------------
                0.00    0.00   60000/180000      int const* std::__niter_base<int const*, std::vector<int, std::allocator<int> > >(__gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > >) [133]
                0.00    0.00  120000/180000      bool __gnu_cxx::operator!=<int const*, std::vector<int, std::allocator<int> > >(__gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > > const&, __gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > > const&) [117]
[54]     0.0    0.00    0.00  180000         __gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > >::base() const [54]
-----------------------------------------------
                0.00    0.00  180000/180000      std::_Bit_iterator::operator[](long) const [4]
[55]     0.0    0.00    0.00  180000         std::_Bit_iterator::operator*() const [55]
                0.00    0.00  180000/180000      std::_Bit_reference::_Bit_reference(unsigned long*, unsigned long) [56]
-----------------------------------------------
                0.00    0.00  180000/180000      std::_Bit_iterator::operator*() const [55]
[56]     0.0    0.00    0.00  180000         std::_Bit_reference::_Bit_reference(unsigned long*, unsigned long) [56]
-----------------------------------------------
                0.00    0.00   90000/180000      std::__cxx11::_List_base<int, std::allocator<int> >::_M_clear() [109]
                0.00    0.00   90000/180000      std::_List_node<int>* std::__cxx11::list<int, std::allocator<int> >::_M_create_node<int const&>(int const&) [96]
[57]     0.0    0.00    0.00  180000         std::__cxx11::_List_base<int, std::allocator<int> >::_M_get_Node_allocator() [57]
-----------------------------------------------
                0.00    0.00   30000/150001      Graph::dfs(int, std::vector<bool, std::allocator<bool> >&, std::__cxx11::list<int, std::allocator<int> >&) [6]
                0.00    0.00   30000/150001      Graph::dfsTranspose(int, std::vector<bool, std::allocator<bool> >&, std::vector<int, std::allocator<int> >&) [7]
                0.00    0.00   30001/150001      Graph::kosaraju() [2]
                0.00    0.00   60000/150001      std::__cxx11::list<int, std::allocator<int> >::push_back(int const&) [28]
[58]     0.0    0.00    0.00  150001         std::__cxx11::list<int, std::allocator<int> >::end() [58]
                0.00    0.00  150001/270002      std::_List_iterator<int>::_List_iterator(std::__detail::_List_node_base*) [44]
-----------------------------------------------
                0.00    0.00   30000/150000      std::vector<int, std::allocator<int> >::vector(std::vector<int, std::allocator<int> > const&) [174]
                0.00    0.00  120000/150000      std::vector<int, std::allocator<int> >::_M_check_len(unsigned long, char const*) const [157]
[59]     0.0    0.00    0.00  150000         std::vector<int, std::allocator<int> >::size() const [59]
-----------------------------------------------
                0.00    0.00   30000/150000      Graph::dfs(int, std::vector<bool, std::allocator<bool> >&, std::__cxx11::list<int, std::allocator<int> >&) [6]
                0.00    0.00   30000/150000      Graph::dfsTranspose(int, std::vector<bool, std::allocator<bool> >&, std::vector<int, std::allocator<int> >&) [7]
                0.00    0.00   30000/150000      Graph::kosaraju() [2]
                0.00    0.00   60000/150000      Graph::addEdge(int, int) [27]
[60]     0.0    0.00    0.00  150000         std::vector<std::__cxx11::list<int, std::allocator<int> >, std::allocator<std::__cxx11::list<int, std::allocator<int> > > >::operator[](unsigned long) [60]
-----------------------------------------------
